Training file read
Movie User Rating Prediction
8 573364  1.0 3.088410711927952
17358 2493786  3.0 3.515818550884886
17358 1418514  3.0 3.215897956845507
17358 2367680  4.0 3.3299230400877877
17358 2143735  2.0 3.0776118923436186
17358 573928  4.0 3.4579940210415985
17358 596250  4.0 3.4509694280360184
17358 1233297  4.0 3.0358186349060574
17358 640031  3.0 3.0280622414620026
17358 1921815  4.0 2.9982136020135215
17358 196069  3.0 2.995105113151119
17358 779492  4.0 3.0099278575217845
17358 1987093  1.0 2.7869609592878026
17358 1556692  3.0 2.535286286567645
17358 1908051  2.0 3.245786677105758
17358 2487973  4.0 4.107009897709566
17358 1117838  4.0 3.16396271110417
17358 833829  3.0 3.912119101341009
17358 1833140  3.0 3.1340374332812604
17358 2056403  3.0 3.678154489792295
17358 1550718  4.0 3.753008797775059
17358 2000256  3.0 3.3566767691860955
17358 362038  4.0 3.624766995624115
17358 659305  3.0 3.6585474584006237
17358 1011593  4.0 3.5985490159366478
17358 654591  4.0 3.1301231413231534
17358 21823  3.0 3.271538976158672
17358 817616  3.0 3.7614392447024096
17358 2220847  2.0 3.352418310158745
17358 454329  3.0 3.2878708839043274
17358 2577726  3.0 3.5655539644319574
17358 2389847  3.0 3.7849287918038894
17358 2325714  3.0 3.6835934189058643
17394 2604976  3.0 2.4619280890997843
17394 727242  1.0 0.7142278361798786
17394 2439493  1.0 1.0930391443521774
17394 5980  3.0 3.854893616144943
17411 1446018  3.0 3.2793545567177995
17411 61863  3.0 4.1412813067740295
17411 1110418  5.0 4.221054732946666
17411 1675063  3.0 4.243194286260816
17411 1902959  2.0 3.977297325449546
17411 113996  4.0 3.885580191288002
17411 824766  4.0 3.829193493902878
17411 82103  3.0 3.924729367750434
17411 2648589  3.0 3.3244868818911635
17411 458919  4.0 3.8040319649744108
17411 2299723  4.0 3.440904927531797
17411 1977612  3.0 3.7672432370059044
17411 2138757  4.0 3.591286782449813
17411 1761809  4.0 4.056893140923782
17411 2583140  4.0 3.6153664796391642
17411 2379200  4.0 3.512717396565371
17411 530789  5.0 4.176816064048505
17411 1826163  3.0 3.8097324689644676
17411 1183174  2.0 3.135968436072141
17411 1823977  4.0 4.196481945930611
17411 760837  4.0 3.6652872640025027
17411 2616878  4.0 3.615521092483209
17411 1593063  4.0 4.329974604476106
17411 1392489  4.0 3.655932160890686
17411 865351  4.0 3.736567946411157
17411 1098351  4.0 3.3739846134510922
17411 775794  4.0 3.4272965654510226
17411 2641173  4.0 3.9980027014666457
17411 409104  4.0 4.307581372602264
17411 2284862  3.0 3.6239879571202325
17411 1080272  4.0 3.8276456394165517
17411 1681193  5.0 4.7487380407698625
17411 761585  4.0 4.051788872672575
17411 2033422  4.0 3.8432343175825783
17411 2531429  4.0 3.8826040973679183
17411 1372345  3.0 3.182492580288465
17411 129796  5.0 4.456864743430612
17411 1655656  3.0 2.6379266609580925
17411 2175546  5.0 3.8347817588743895
17411 1970583  4.0 3.8525528244641314
17411 731592  3.0 3.9460798986625534
17411 1521774  4.0 3.6951025943329285
17411 1586221  3.0 4.057786673133852
17411 364739  4.0 3.944823906555595
17411 1172516  4.0 4.0265347308664925
17411 2234845  3.0 3.6888496563624633
17411 1034604  4.0 3.858459813419583
17411 972267  4.0 3.83549328456525
17411 1236929  3.0 3.253092377770207
17411 892694  5.0 4.087176622305631
17411 524390  4.0 3.5994237893280476
17411 509213  4.0 3.916079350616724
17411 2580072  5.0 3.7085319484479107
17411 1348456  2.0 3.2286806009935445
17411 1213378  4.0 3.2922929469015036
17411 1865249  3.0 2.9380039017417348
17411 271346  5.0 3.1711155021488056
17411 1214181  3.0 3.6137759658618904
17411 1013375  5.0 4.6187271665545
17411 1299887  3.0 3.848718056066341
17411 1086213  4.0 3.6688995016384722
17411 423952  3.0 3.1616331747597273
17411 2440242  3.0 3.5032674442727503
17411 614278  4.0 3.9906854511545657
17411 923103  2.0 3.425744306180992
17411 2226510  3.0 3.4121342771911354
17411 1714874  3.0 3.5154287231786077
17411 765441  4.0 3.514037478631448
17411 2363863  3.0 3.958871933573016
17411 1591307  4.0 3.474074698408346
17411 135785  5.0 3.7133289363658553
17411 306569  3.0 3.165529270420274
17411 1814832  3.0 3.708393946664039
17411 104583  4.0 3.7071940823198126
17411 360264  3.0 3.536010995134192
17411 2179686  4.0 4.050446414257702
17411 2134527  4.0 3.5698222710999232
17411 1861482  2.0 2.7142933567496756
17411 1354717  2.0 3.152398930322168
17411 2412372  2.0 3.3670765602791195
17411 1190829  4.0 3.449245313999738
17411 386668  5.0 4.702024052051452
17411 1418521  4.0 3.502571638813761
17411 2300041  3.0 3.4946205546721307
17411 1434153  4.0 4.323382429840388
17411 355834  5.0 3.541912502171488
17411 1982279  3.0 4.547422178222645
17411 1267805  3.0 3.1621924118561964
17411 1450883  3.0 3.772734637341072
17411 2399157  4.0 4.021646430739194
17411 491294  4.0 4.331262282619259
17411 469152  4.0 3.7536401360957155
17411 1044319  4.0 3.379463129707802
17411 1281882  2.0 2.7463356832256367
17411 811530  5.0 3.5530973096860623
17411 2021271  4.0 3.5550493522135356
17411 1297529  3.0 3.8673139717916296
17411 1908051  4.0 3.6476646999894697
17411 2606295  3.0 3.5887879465313084
17411 629389  3.0 3.1922172700091447
17411 1063035  4.0 3.940497871908702
17411 2242468  4.0 3.4696028422477476
17411 1357667  3.0 2.8061661130696356
17411 1299368  5.0 3.8480704335212867
17411 823628  4.0 4.027002328249377
17423 2503691  5.0 4.228573866513374
17423 1644680  3.0 3.9453016354400194
17423 2602249  3.0 3.070535829996593
17423 1277092  3.0 3.792775317606641
17423 1456621  4.0 3.4250752590175964
17423 535081  5.0 4.119653012715964
17423 358452  1.0 2.671398031505847
17423 373557  3.0 3.3570334445681467
17423 2206502  5.0 4.068858391165533
17423 1053860  3.0 3.7386175831618846
17423 1071066  3.0 3.6940408316500855
17423 200805  4.0 3.2588909815172857
17423 2236554  1.0 2.359845308906139
17423 200682  5.0 3.787349611262893
17423 1757328  2.0 3.4821323590849897
17423 318718  5.0 4.488559655189918
17423 1705743  5.0 3.826282034719274
17423 1937977  3.0 3.2532880131021726
17423 1823480  4.0 3.106371140722137
17423 2209153  3.0 2.8623100294432895
17423 2617902  4.0 3.364334681122578
17423 1161915  3.0 3.1001399630796898
17423 801010  4.0 3.3288153050276286
17423 2412566  2.0 3.6028547219794484
17423 1727193  3.0 3.3742026143770203
17423 2093937  4.0 3.737167011939805
17423 1144942  5.0 3.8108856558371667
17423 1344624  1.0 1.6221914167564524
17423 2378112  4.0 3.443938312879057
17423 2139217  4.0 3.1012310528158453
17423 1744702  3.0 3.5232109135520786
17423 1902417  5.0 4.058543188635346
17423 621880  4.0 3.3118409172803243
17423 836701  3.0 3.820254281047575
17423 1475817  4.0 3.5070550097041564
17423 550573  2.0 3.802877454123666
17423 2315012  1.0 2.4899891089850144
17423 1224756  3.0 2.997772790181977
17423 1486851  1.0 3.0960286749063752
17423 956271  3.0 3.468620915996718
17423 931279  4.0 3.1462732844593986
17423 1384810  4.0 3.8224720818945364
17423 1474031  4.0 3.354586382983687
17423 618820  3.0 3.1186468773660785
17423 1060658  4.0 3.70003232974958
17423 1163189  3.0 3.4361871130081894
17423 693862  5.0 3.851304692576562
17423 1797692  3.0 3.582757405818887
17423 1455281  2.0 3.7631772674450463
17423 1921038  3.0 3.208695781925432
17447 1371678  3.0 3.216778726853187
17447 107776  3.0 3.0103813070997587
17447 976192  4.0 4.067341970174968
17447 242896  3.0 4.022554465485342
17447 2339135  3.0 3.249321373395762
17454 524295  4.0 3.5890312043635957
17454 1263008  2.0 3.062187712753936
17454 902787  4.0 3.65206271362297
17454 803610  2.0 3.275003149055837
17454 1672832  4.0 2.9733723426612184
17454 872215  3.0 1.6460120741204014
17454 439078  3.0 3.5179992557457713
17454 208724  3.0 2.9458197546101608
17466 1890622  3.0 2.433173998938188
17466 157677  3.0 3.5105294546339154
17466 496173  4.0 2.5702746716257536
17466 1305384  3.0 2.574975667652704
17466 704223  4.0 3.176030773071398
17466 810636  2.0 2.242953537436322
17466 1277678  2.0 2.233347889440787
17466 2057841  1.0 2.249275093923756
17466 2413320  1.0 3.110133193243978
17466 482107  2.0 3.015545600609411
17466 1318530  3.0 2.600388642977731
17466 1217751  3.0 2.951614791115572
17515 428831  1.0 1.6716205589020299
17515 2568756  4.0 3.708648066913262
17515 1806515  3.0 3.311040005720194
17515 2342120  4.0 3.8532877874839264
17522 1337153  5.0 4.425942542208716
17522 128389  3.0 3.3406211725882384
17522 2643785  2.0 3.684628798830496
17522 217827  4.0 3.905344076705114
17522 1999791  4.0 3.870550132350882
17522 1298511  3.0 2.8450729216287343
17522 2226525  4.0 3.4713990189945823
17522 1389855  4.0 2.8787196800901795
17522 538005  1.0 2.1887392810584214
17522 616794  3.0 3.4628047777185915
17522 654022  5.0 4.208320824071475
17522 2395020  5.0 4.385303803123675
17523 2015481  3.0 3.8756991061613464
17523 2018908  5.0 4.02622039928396
17523 1339156  4.0 3.509840140247295
17534 1667283  3.0 3.4985497018698783
17536 1780909  2.0 3.7838881566944176
17536 2480874  5.0 4.264572738765216
17536 2600558  1.0 3.684782607026471
17536 558634  5.0 4.458506772480125
17536 1692007  4.0 3.876919173107795
17536 2299612  5.0 4.3495689471934265
17536 2233782  4.0 3.7861402024316413
17536 1170871  4.0 4.1908107059377295
17536 2094538  3.0 4.113314410844699
17536 1214382  3.0 3.8343458636271017
17536 2077101  4.0 4.084288169545819
17536 928463  4.0 3.590365573315245
17536 1134085  5.0 3.795222363206222
17536 1026246  4.0 4.397028028716473
17536 107342  4.0 3.945795056448493
17536 1296627  4.0 3.5587616584917963
17536 1413358  5.0 3.7651964329476444
17536 149511  5.0 4.185649759571984
17536 93830  5.0 3.7302461710084214
17536 1952500  5.0 3.7799103010245956
17536 2355625  4.0 3.5208759517490735
17536 1886175  1.0 3.5053303100822304
17536 1049142  3.0 4.263046025884341
17536 1719565  5.0 3.913069601431168
17536 1833221  4.0 3.5807051732789867
17536 912340  4.0 4.3944054236728185
17536 1082332  3.0 3.636513211081816
17536 825353  5.0 3.1803192307987715
17536 2534832  5.0 4.3869790498948165
17536 2077046  3.0 3.74992813454892
17536 1835080  3.0 4.092397426130443
17536 1183437  3.0 3.9969969355246397
17536 541831  4.0 4.302268846627012
17536 2079894  5.0 4.4479219378516595
17536 2150746  3.0 3.7674091808096
17536 1087451  4.0 4.170141777065958
17536 1620319  1.0 3.990753561442956
17536 1329904  3.0 2.62406446058604
17536 2636781  3.0 3.987133965907592
17536 885386  4.0 4.144924366112142
17536 1695030  5.0 3.9508061732380897
17536 1625122  1.0 3.426972981153708
17536 181364  4.0 3.8451734868327767
17536 381346  5.0 3.759052094442929
17536 1768341  5.0 4.816016001267987
17536 1252289  5.0 3.958046515696231
17536 2486071  4.0 3.850499359901857
17536 514618  4.0 4.0156028518139
17536 1085127  3.0 3.4019218150069097
17536 817616  4.0 4.436981974150695
17536 119790  3.0 3.747759977923738
17551 1115400  1.0 2.5754036115957413
17551 2528146  2.0 1.9910371980745918
17551 486822  2.0 2.981505374455905
17551 180392  1.0 2.0282407120752204
17551 386947  2.0 2.5576051033796827
17551 164336  1.0 2.242078534703639
17554 1644750  3.0 3.041338605798612
17554 14690  3.0 3.4206853581427215
17554 603277  2.0 2.5265840133611936
17554 2012897  1.0 3.8372752953533666
17554 43751  3.0 3.2294740922404763
17554 1509395  4.0 3.3339096377833375
17554 831103  4.0 3.6779150295290393
17554 786695  2.0 3.3663614902408625
17554 2066458  5.0 3.3206226938926644
17554 1442105  3.0 2.9734241564079484
17554 929122  3.0 3.1738863154035917
17554 2538608  2.0 2.7384945738379742
17554 901325  3.0 3.854255061043664
17554 2534061  1.0 1.9341686445921065
17554 305344  1.0 1.6266426885306047
17554 1484157  5.0 3.0479754702354955
17554 2464375  3.0 3.063798303869021
17554 486933  2.0 2.684907037192538
17554 1278941  3.0 3.2346032597663044
17554 1432681  5.0 4.160379695218399
17554 483107  3.0 3.6547934871878938
17556 2310877  2.0 2.9840373334745984
17556 2633320  3.0 2.8443480721042573
17556 589847  4.0 3.246418343333734
17556 1086481  2.0 1.3657038086038162
17556 1717979  2.0 2.17439833124401
17556 772538  2.0 2.9870555579542155
17556 356615  1.0 2.5379564164936728
17556 2385226  3.0 3.2990955099923855
17556 663118  1.0 1.9645896442714412
17556 1645377  1.0 3.461588272251589
17558 285547  3.0 3.0565833195583307
17558 462231  3.0 2.966983245041817
17558 1637246  3.0 3.249545303312518
17558 1641247  5.0 3.6971380602672697
17558 1097350  3.0 3.511051995056751
17558 1684328  3.0 3.427629479732242
17558 1258971  4.0 2.846245845470085
17558 2086264  4.0 2.9991392571504596
17558 245808  4.0 3.6454444636172716
17558 347629  4.0 3.4056362316801345
17558 1624075  3.0 3.359470600290301
17558 476765  4.0 3.8136630438563146
17558 2364980  4.0 3.427454599898258
17558 762369  2.0 2.949332925628511
17558 2405710  3.0 3.769767237272358
17558 2595747  4.0 3.8294374109232687
17558 955706  2.0 3.891763805394614
17558 1103969  4.0 3.587762901258992
17558 1574264  4.0 3.511410189267772
17558 1444489  3.0 3.352344761580504
17558 33430  2.0 2.989124274321553
17558 269689  2.0 3.0821272781186866
17558 2224525  3.0 3.454000527907022
17558 1462488  4.0 3.4840976381413182
17558 645846  3.0 3.649500911683493
17558 1314869  4.0 2.9690123843034795
17558 2522548  3.0 3.478774139222774
17558 1418569  3.0 3.2304874131299712
17558 132562  2.0 2.9853374879814267
17558 2496492  2.0 2.9853796879410415
17558 851848  3.0 2.60508095911723
17558 183661  3.0 2.948729569174191
17558 1159580  4.0 3.445591028233033
17558 272854  2.0 2.8332561152998537
17558 2254872  3.0 3.869709207959682
17558 457477  3.0 3.283959050077422
17558 1472871  3.0 3.5361579252251816
17558 1391652  3.0 3.7318578089810566
17558 2305067  3.0 3.71383962406123
17558 2054694  5.0 3.36995909797342
17558 1682385  4.0 3.426112132820989
17558 1896664  3.0 3.363766296078874
17558 2160022  1.0 2.5117782605992414
17558 1977655  4.0 4.026459652742683
17558 22709  2.0 3.3255333197137293
17558 1393827  5.0 3.942363841730395
17558 74320  3.0 3.755870671521795
17558 858574  3.0 3.5838365748313605
17558 1110156  3.0 2.639005265522078
17558 461075  5.0 2.4568232931848777
17558 1179658  5.0 3.2193740868103085
17558 370736  3.0 3.751356870628266
17558 1231842  4.0 3.530617164075191
17558 988972  3.0 3.6080633177644645
17558 1193242  1.0 3.0801981647101235
17558 2432340  2.0 3.1428994596002466
17558 1242529  2.0 2.9236622809956696
17558 2512128  3.0 2.9711295371492743
17558 1690571  4.0 3.4411470821873897
17558 819867  3.0 3.4344489395628903
17558 852683  3.0 3.32343370403637
17558 2460659  4.0 3.7603401247361115
17558 608648  5.0 3.8237877489829666
17558 1449810  3.0 2.8193321248443493
17558 1964735  4.0 4.221506534908315
17558 771467  2.0 3.038981367552315
17558 941661  3.0 3.4101228766137344
17558 374380  4.0 3.9840986401825114
17558 2056855  5.0 3.6332587353945733
17558 1106518  3.0 2.708349152881724
17558 1095085  4.0 3.5562739385690834
17558 626531  3.0 3.2146866148662436
17558 1810896  3.0 3.5234041044724345
17558 1153492  4.0 3.344697916733648
17558 2432917  4.0 3.5577015716981633
17558 142909  5.0 3.5108401267240037
17558 731592  4.0 3.4867626121392
17558 2156497  3.0 2.94703793499645
17558 1864127  2.0 3.420959777932885
17558 213486  2.0 2.4488745762541897
17558 578896  4.0 3.715302187175255
17558 2101762  4.0 3.798718716582135
17558 49890  4.0 4.278595162230306
17558 2066932  5.0 4.265224647729762
17558 2133903  3.0 3.0992174217275767
17558 228194  4.0 3.5846539811528175
17558 1586525  3.0 2.9855533724923244
17558 36104  3.0 3.6983691660524203
17558 738885  2.0 2.6045592681502745
17558 840763  4.0 2.9781629476020397
17558 905964  5.0 3.615089333545768
17558 1871161  2.0 2.9568695981168776
17558 897867  5.0 4.062347134948936
17558 941092  2.0 3.3101241893225466
17558 269913  2.0 3.330953767850027
17558 703959  5.0 3.5501955712714257
17558 2640760  2.0 2.985077999935515
17558 601778  3.0 3.28349196952288
17558 540732  3.0 3.14183441620549
17558 1582151  3.0 2.83411219678048
17558 570909  3.0 3.163624459291361
17558 647860  3.0 3.2858746423722964
17558 2071037  1.0 3.336428153818026
17558 1082237  3.0 3.106716430043138
17558 8117  4.0 3.8221015864487833
17558 1562365  4.0 3.9906538699201985
17558 733049  2.0 4.121460531951272
17558 1663168  3.0 3.026824514780226
17558 2460074  4.0 3.714475267376615
17558 1405485  3.0 3.2892284511704313
17558 2445266  2.0 3.3849686209605463
17558 1349711  2.0 3.0347958247813716
17558 2506955  2.0 2.828880871856729
17558 147790  4.0 3.4135444950897518
17558 682963  3.0 3.0496391545811083
17558 1719554  2.0 3.6026605468784774
17558 1806407  3.0 3.274705069257695
17558 203602  4.0 3.3210510678755187
17558 735899  3.0 3.1740628949273098
17558 2535823  5.0 4.006962782098876
17558 204504  5.0 4.500482238405137
17558 1626060  5.0 4.445187830333451
17558 394803  3.0 3.073372848257806
17558 883684  3.0 2.979554274518721
17558 90900  4.0 3.694473707094157
17558 929377  4.0 3.619013845787576
17558 441196  5.0 3.682072684937834
17558 920493  5.0 3.481677807819376
17558 1335436  5.0 3.768144066852429
17558 2562859  2.0 2.9722537240825315
17558 111086  3.0 2.722567008775477
17558 2217027  5.0 3.6035108135051743
17558 1823851  3.0 3.5529824475434424
17558 2199837  3.0 3.314661607388358
17558 1961649  4.0 3.7464875154857404
17558 2036838  4.0 3.761509276125099
17558 306569  2.0 2.7401153463810455
17558 1340872  3.0 3.027589122300573
17558 1845249  2.0 2.5380386905162733
17558 1181224  5.0 4.711731190807557
17558 1631334  3.0 3.886047508711469
17558 786667  3.0 3.2962735129019265
17558 1709384  4.0 3.000301810665091
17558 1407388  1.0 2.5746475552705452
17558 645138  5.0 3.5692036249347296
17558 1144968  4.0 3.3829117386967784
17558 1294652  3.0 2.971322678835709
17558 1456657  3.0 3.15903170643447
17558 1685829  3.0 2.897870680919381
17558 423990  3.0 2.9262512713872058
17558 339645  4.0 3.91655197397146
17558 236699  4.0 3.6963819386893566
17558 2054115  4.0 3.352076033781494
17558 2191367  1.0 2.796215100870242
17558 646323  5.0 3.1115396094137586
17558 935230  4.0 3.502973136483757
17558 616921  3.0 2.8700896406376724
17558 2524183  3.0 3.261469459267279
17558 9597  3.0 3.1370750651871884
17558 200551  3.0 3.3703723259349583
17558 926054  4.0 3.5653991971834236
